timestamp,price
1785311424,0.735
1785312046,0.755
1785312627,0.735
1785313226,0.705
1785313848,0.665
1785314420,0.675
1785315015,0.755
1785315651,0.735
1785316215,0.725
1785316812,0.765
1785317445,0.755
1785318014,0.81
1785318627,0.805
1785319242,0.85
1785319819,0.845
1785320415,0.845
1785321038,0.825
1785321623,0.825
1785322214,0.835
1785322849,0.785
1785323414,0.795
1785324020,0.79
1785324638,0.8
1785325218,0.755
1785325820,0.8
1785327018,0.765
1785327616,0.715
1785328247,0.715
1785328820,0.745
1785329423,0.725
1785330045,0.695
1785330615,0.71
1785331227,0.655
1785331839,0.635
1785332427,0.7
1785333027,0.875
1785333649,0.885
1785334212,0.835
1785334819,0.74
1785335447,0.685
1785336020,0.645
1785336618,0.675
1785337823,0.715
1785338412,0.45
1785339628,0.445
1785340213,0.685
1785341436,0.0005
1785342027,0.0005
1785343227,0.0005
1785343817,0.0005
1785345024,0.0005
1785345616,0.0005
1785346239,0.0005
1785346813,0.0005
1785347418,0.0005
1785348624,0.0005
1785349827,0.0005
1785350411,0.0005
1785351010,0.0005
1785351614,0.0005
1785352210,0.0005
1785352811,0.0005
1785353417,0.0005
1785354011,0.0005
1785354611,0.0005
1785355211,0.0005
